Postal Code, Amenity Count, Shop Count, Tourism Count
6223EC, 0, 0, 0
6223EB, 0, 0, 0
6218RD, 1, 0, 0
6218RC, 1, 0, 1
6218RE, 1, 0, 0
6218RB, 1, 0, 3
6223CS, 0, 0, 0
6223CR, 0, 0, 0
6223CT, 0, 0, 0
6223CN, 0, 0, 0
6223CP, 0, 0, 0
6223CK, 0, 0, 0
6223CJ, 0, 0, 0
6223CM, 0, 0, 0
6223CL, 0, 0, 0
6223CG, 0, 0, 0
6223CH, 0, 0, 0
6223CA, 0, 0, 0
6223BV, 0, 0, 0
6223BW, 0, 0, 0
6223BR, 0, 0, 0
6223BT, 0, 0, 0
6223BS, 0, 0, 0
6223BM, 0, 0, 0
6223BJ, 1, 0, 0
6223BL, 0, 0, 0
6223BK, 2, 0, 1
6223BE, 2, 0, 1
6223BH, 1, 0, 0
6223BG, 0, 0, 0
6226XW, 0, 0, 0
6226XV, 0, 0, 0
6226XM, 0, 0, 1
6222PH, 0, 0, 0
6226XL, 0, 0, 0
6226XN, 0, 0, 0
6222PE, 0, 0, 0
6222PD, 0, 0, 0
6226XH, 0, 0, 1
6222PG, 0, 0, 0
6226XK, 0, 0, 1
6226XJ, 0, 0, 0
6226XE, 0, 0, 0
6226XD, 0, 0, 1
6226XG, 0, 0, 1
6226XA, 0, 0, 1
6226XC, 0, 0, 1
6226XB, 0, 0, 1
6226WX, 0, 0, 0
6226WZ, 0, 0, 0
6226WT, 0, 0, 0
6226WS, 0, 0, 0
6226WV, 0, 0, 0
6226WP, 0, 0, 0
6226WR, 0, 0, 0
6226WL, 0, 0, 0
6226WK, 0, 0, 0
6226WN, 0, 0, 0
6226WH, 0, 0, 0
6226WG, 0, 0, 0
6226WJ, 0, 0, 0
6226WD, 0, 0, 0
6226WC, 0, 0, 0
6226WE, 0, 0, 0
6222NZ, 0, 0, 0
6226WB, 0, 0, 0
6226VZ, 0, 0, 0
6226VV, 0, 0, 0
6226VX, 0, 0, 0
6226VR, 0, 0, 1
6226VN, 0, 0, 1
6226VP, 0, 0, 1
6222NG, 0, 0, 0
6226VJ, 1, 0, 0
6226VM, 0, 0, 1
6226VL, 0, 0, 1
6222NE, 0, 0, 0
6222NA, 0, 0, 0
6226TA, 0, 0, 0
6226TB, 0, 0, 0
6217XZ, 1, 0, 0
6217XW, 0, 0, 0
6217XV, 0, 0, 0
6217XS, 3, 7, 0
6217XT, 1, 1, 0
6217XN, 0, 0, 0
6217XP, 0, 0, 0
6217XK, 0, 0, 0
6217XJ, 0, 0, 0
6217XM, 0, 0, 0
6217XL, 0, 0, 0
6217XG, 0, 0, 0
6217XH, 1, 0, 0
6217XC, 0, 0, 0
6217XE, 0, 0, 0
6217XD, 0, 0, 0
6217VX, 0, 0, 0
6217VZ, 0, 0, 0
6217VT, 0, 0, 0
6217VW, 1, 0, 0
6217VP, 0, 0, 0
6217VR, 0, 0, 0
6217VM, 0, 0, 0
6217VL, 0, 0, 0
6217VN, 0, 0, 0
6213NE, 0, 0, 0
6217VH, 0, 0, 0
6217VK, 0, 0, 0
6217VJ, 0, 0, 0
6213NA, 0, 0, 0
6217VE, 1, 0, 0
6213NC, 0, 0, 0
6217VG, 0, 0, 0
6213NB, 0, 0, 0
6218GA, 0, 0, 0
6222XX, 0, 0, 0
6218GC, 0, 0, 0
6218GB, 0, 0, 0
6222XZ, 0, 0, 0
6222XT, 0, 0, 0
6227AX, 0, 1, 0
6222XW, 0, 0, 0
6222XV, 0, 0, 0
6227AZ, 0, 0, 0
6222XP, 0, 0, 0
6227AT, 0, 0, 0
6222XS, 0, 0, 0
6227AW, 3, 6, 1
6222XR, 0, 0, 0
6227AV, 3, 4, 0
6222XM, 0, 0, 0
6222XL, 0, 0, 0
6227AP, 0, 0, 0
6227AS, 3, 2, 0
6222XN, 0, 0, 0
6227AR, 1, 1, 0
6227AM, 0, 1, 0
6222XH, 0, 0, 0
6227AL, 3, 3, 0
6222XK, 0, 0, 0
6222XJ, 0, 0, 0
6227AN, 3, 2, 0
6222XE, 0, 0, 0
6222XD, 0, 0, 0
6227AH, 0, 0, 0
6222XG, 0, 0, 0
6227AK, 0, 0, 0
6227AE, 1, 0, 0
6227AD, 0, 0, 0
6227AA, 0, 1, 0
6227AC, 11, 25, 0
6227AB, 5, 7, 1
6218EW, 0, 0, 0
6218EV, 0, 0, 0
6218EX, 0, 0, 0
6218ES, 0, 0, 0
6222WL, 0, 0, 0
6218ER, 0, 0, 0
6222WK, 0, 0, 0
6218ET, 0, 0, 0
6222WH, 0, 0, 0
6218EN, 0, 0, 0
6222WJ, 0, 0, 0
6218EP, 0, 0, 0
6218EK, 0, 0, 0
6222WD, 0, 0, 0
6218EJ, 0, 0, 0
6218EM, 0, 0, 0
6218EL, 0, 0, 0
6222WE, 0, 0, 0
6218EG, 1, 0, 0
6222WB, 0, 0, 0
6218EH, 0, 0, 0
6218EC, 0, 0, 0
6218EB, 0, 0, 0
6222VZ, 0, 0, 0
6218EE, 1, 0, 0
6218ED, 0, 0, 0
6222VW, 0, 0, 0
6222VV, 0, 0, 0
6218EA, 0, 0, 0
6222VX, 0, 0, 0
6222VR, 0, 0, 0
6222VK, 0, 0, 0
6222VJ, 0, 0, 0
6222VM, 0, 0, 0
6222VL, 0, 0, 0
6222VG, 0, 0, 0
6222VH, 1, 0, 0
6222VC, 0, 0, 0
6222VB, 0, 0, 0
6222VE, 1, 0, 0
6222VD, 0, 0, 0
6218DA, 0, 0, 0
6218CX, 0, 0, 0
6218CZ, 0, 0, 0
6218CT, 1, 0, 0
6218CW, 0, 0, 0
6218CV, 0, 0, 0
6218CP, 0, 0, 0
6218CS, 0, 0, 0
6218CR, 0, 0, 0
6218CM, 0, 0, 0
6218CN, 0, 0, 0
6218CH, 0, 0, 0
6218CK, 0, 0, 0
6218CJ, 0, 0, 0
6218CE, 0, 0, 0
6218CD, 0, 0, 0
6218CG, 0, 0, 0
6222TX, 0, 0, 0
6218CC, 1, 0, 0
6218CB, 3, 1, 0
6222TZ, 0, 0, 0
6222TT, 1, 0, 0
6222TW, 1, 0, 0
6222TV, 0, 0, 0
6218BX, 1, 0, 0
6218BW, 0, 0, 0
6222TP, 1, 0, 0
6218BZ, 1, 0, 0
6222TS, 0, 0, 0
6222TR, 1, 0, 0
6218BT, 0, 0, 0
6222TM, 1, 0, 0
6218BS, 0, 0, 0
6222TL, 0, 0, 0
6218BV, 0, 0, 0
6222TN, 1, 0, 0
6218BP, 4, 2, 0
6218BR, 4, 2, 0
6222TJ, 0, 0, 0
6222TE, 0, 0, 0
6218BK, 4, 2, 0
6222TD, 0, 0, 0
6222TG, 0, 0, 0
6222TC, 0, 0, 0
6222TB, 0, 0, 0
6218BC, 6, 7, 0
6218BE, 0, 0, 0
6222SX, 0, 0, 0
6222SW, 0, 0, 0
6222ST, 0, 0, 0
6218AZ, 4, 5, 0
6222SV, 0, 0, 0
6218AW, 0, 0, 0
6222SP, 0, 0, 0
6218AV, 6, 7, 1
6222SR, 0, 0, 0
6218AX, 0, 0, 0
6218AS, 0, 0, 0
6218AR, 0, 0, 0
6222SK, 0, 0, 0
6222SN, 0, 0, 0
6218AT, 0, 0, 0
6222SM, 0, 0, 0
6222SH, 0, 0, 0
6218AN, 0, 0, 0
6222SG, 0, 0, 0
6222SJ, 0, 0, 0
6218AP, 0, 0, 0
6218AK, 1, 0, 0
6218AJ, 0, 0, 0
6218AM, 0, 0, 0
6218AL, 0, 0, 0
6218AG, 0, 0, 0
6218AH, 0, 0, 0
6218AA, 0, 0, 0
6226XX, 0, 0, 0
6226XZ, 0, 0, 0
6226HE, 0, 0, 0
6213EC, 1, 0, 0
6226HD, 0, 0, 0
6226HA, 1, 0, 1
6213EB, 1, 0, 0
6226HB, 0, 0, 0
6226GX, 0, 0, 0
6217LZ, 0, 0, 0
6226GW, 4, 0, 0
6226GZ, 0, 0, 0
6217LW, 0, 0, 0
6226GT, 0, 0, 0
6217LV, 1, 0, 0
6226GS, 2, 0, 0
6226GV, 1, 7, 0
6217LX, 0, 0, 0
6217LS, 0, 1, 0
6226GP, 4, 11, 0
6217LR, 1, 1, 0
6226GR, 3, 0, 0
6217LT, 1, 0, 0
6226GL, 0, 0, 0
6217LN, 0, 0, 0
6226GK, 0, 2, 0
6226GN, 6, 10, 0
6217LP, 1, 0, 0
6226GM, 2, 4, 0
6217LK, 0, 0, 0
6226GH, 1, 2, 0
6217LJ, 1, 1, 0
6226GG, 2, 0, 1
6217LM, 0, 1, 0
6226GJ, 0, 0, 0
6217LL, 0, 0, 0
6217LG, 1, 1, 0
6226GD, 5, 5, 1
6226GC, 0, 0, 0
6217LH, 1, 1, 0
6226GE, 0, 3, 0
6217LC, 1, 0, 0
6217LB, 0, 0, 0
6217LE, 1, 1, 0
6226GB, 1, 0, 0
6217LD, 1, 1, 0
6226GA, 0, 1, 0
6217LA, 0, 0, 0
6213CV, 0, 0, 0
6217KZ, 1, 0, 0
6213CW, 0, 0, 0
6213CR, 0, 0, 0
6217KV, 0, 0, 0
6213CT, 0, 0, 0
6217KX, 0, 0, 0
6213CS, 0, 0, 0
6217KW, 0, 0, 0
6213CN, 0, 0, 0
6217KR, 0, 0, 0
6213CP, 0, 0, 0
6217KT, 0, 0, 0
6217KS, 2, 1, 0
6213CJ, 0, 0, 0
6217KN, 1, 0, 0
6217KM, 1, 0, 0
6217KP, 0, 0, 0
6213CK, 0, 0, 0
6217KJ, 1, 0, 0
6213CE, 0, 0, 0
6213CH, 0, 0, 1
6217KL, 0, 0, 0
6213CG, 0, 0, 0
6217KK, 1, 0, 0
6213CB, 0, 0, 0
6213CA, 0, 0, 0
6217KE, 2, 0, 0
6213CD, 0, 0, 0
6217KH, 2, 0, 0
6213CC, 0, 0, 1
6217KG, 1, 0, 0
6217KB, 0, 0, 0
6217KA, 2, 1, 0
6217KD, 1, 0, 0
6217KC, 3, 0, 0
6226EZ, 2, 0, 0
6226EV, 0, 0, 0
6213BT, 0, 0, 0
6217JX, 0, 0, 0
6226EX, 0, 0, 0
6213BV, 0, 0, 0
6217JZ, 0, 0, 0
6226EW, 0, 0, 0
6226ER, 4, 0, 0
6213BP, 0, 0, 0
6217JT, 1, 0, 0
6213BS, 0, 0, 0
6217JW, 0, 0, 0
6226ET, 4, 0, 0
6213BR, 0, 0, 0
6217JV, 0, 0, 0
6226ES, 4, 0, 0
6226EN, 2, 0, 0
6213BL, 1, 0, 0
6217JP, 1, 1, 0
6226EM, 1, 0, 0
6217JS, 4, 0, 0
6226EP, 0, 0, 0
6217JR, 3, 0, 0
6217JM, 3, 0, 0
6226EJ, 1, 0, 0
6213BH, 0, 0, 0
6217JL, 3, 0, 0
6213BK, 0, 0, 0
6226EL, 0, 0, 0
6213BJ, 0, 0, 0
6217JN, 1, 1, 0
6226EK, 0, 0, 0
6213BE, 1, 0, 0
6213BD, 0, 0, 0
6217JH, 0, 0, 0
6226EE, 3, 0, 0
6213BG, 3, 4, 0
6217JK, 0, 0, 0
6226EH, 3, 0, 0
6217JJ, 1, 0, 0
6226EG, 4, 0, 0
6213BA, 0, 0, 0
6217JE, 0, 0, 0
6226EB, 1, 0, 0
6217JD, 0, 0, 0
6226EA, 2, 0, 0
6217JG, 0, 0, 0
6226ED, 0, 0, 0
6213BB, 1, 0, 0
6226EC, 0, 0, 0
6217JA, 0, 0, 0
6217JB, 0, 0, 0
6213AP, 0, 0, 0
6226DP, 1, 0, 0
6226DS, 1, 0, 0
6226DR, 0, 0, 0
6213AL, 2, 0, 0
6226DM, 0, 0, 0
6213AK, 2, 0, 0
6226DL, 1, 0, 0
6213AM, 0, 0, 0
6226DH, 0, 0, 0
6213AJ, 0, 0, 0
6226DK, 0, 0, 0
6226DJ, 0, 0, 0
6213AD, 0, 0, 0
6213AC, 0, 0, 0
6226DG, 1, 0, 0
6213AE, 1, 0, 0
6226DA, 0, 0, 0
6213AB, 0, 0, 0
6213AA, 0, 0, 0
6226DB, 1, 0, 0
6226CX, 0, 0, 1
6217HZ, 0, 0, 0
6226CW, 0, 0, 1
6226CZ, 0, 0, 0
6217HW, 0, 0, 0
6226CT, 0, 0, 0
6217HV, 0, 0, 0
6226CS, 0, 0, 0
6226CV, 0, 0, 1
6217HX, 0, 0, 0
6217HS, 0, 0, 0
6226CP, 0, 0, 0
6217HR, 0, 0, 0
6226CR, 0, 0, 0
6217HT, 0, 0, 0
6226CL, 0, 0, 0
6217HN, 0, 0, 0
6226CK, 0, 0, 0
6226CN, 0, 0, 0
6217HP, 0, 0, 0
6226CM, 4, 0, 0
6217HK, 0, 0, 0
6226CH, 0, 0, 0
6217HJ, 0, 0, 0
6226CG, 0, 0, 0
6217HM, 0, 0, 0
6226CJ, 1, 0, 0
6217HL, 0, 0, 0
6217HG, 0, 0, 0
6226CD, 0, 0, 0
6226CC, 1, 0, 0
6221ZB, 0, 0, 0
6217HH, 0, 0, 0
6226CE, 0, 0, 0
6217HC, 0, 2, 0
6217HB, 0, 0, 0
6217HE, 1, 0, 0
6226CB, 0, 0, 1
6217HD, 0, 0, 0
6226CA, 2, 0, 0
6217HA, 0, 0, 0
6217GZ, 0, 0, 0
6226BV, 0, 0, 0
6217GV, 0, 0, 0
6226BS, 0, 0, 1
6226BR, 0, 0, 0
6217GX, 3, 6, 0
6217GW, 0, 0, 0
6226BT, 2, 0, 0
6217GR, 1, 0, 0
6226BN, 0, 0, 1
6217GT, 0, 0, 0
6217GS, 1, 0, 0
6226BP, 1, 0, 0
6217GN, 0, 0, 0
6226BK, 0, 0, 0
6217GM, 0, 0, 0
6226BJ, 0, 0, 0
6217GP, 0, 0, 0
6226BL, 1, 0, 0
6217GJ, 0, 0, 0
6226BG, 0, 0, 0
6217GL, 0, 0, 0
6217GK, 0, 0, 0
6226BH, 0, 0, 0
6226BC, 0, 0, 0
6217GE, 0, 0, 0
6226BB, 0, 0, 0
6217GH, 0, 0, 0
6226BE, 0, 0, 0
6217GG, 0, 0, 0
6226BD, 0, 0, 0
6217GB, 0, 0, 0
6221XZ, 0, 3, 0
6217GA, 0, 0, 0
6217GD, 0, 0, 0
6226BA, 0, 0, 0
6221XV, 0, 0, 0
6226AZ, 0, 0, 0
6221XX, 0, 1, 0
6221XW, 0, 0, 0
6221XR, 0, 0, 0
6226AV, 0, 0, 0
6221XT, 0, 0, 0
6226AX, 0, 0, 0
6221XS, 0, 0, 0
6226AW, 0, 0, 0
6221XN, 0, 0, 0
6221XM, 0, 0, 0
6221XP, 0, 0, 0
6226AT, 1, 0, 0
6221XJ, 0, 0, 0
6226AN, 0, 0, 0
6226AM, 0, 0, 0
6221XL, 0, 0, 0
6226AP, 0, 0, 0
6221XK, 0, 0, 0
6226AJ, 0, 0, 0
6221XE, 0, 0, 0
6221XH, 0, 0, 0
6226AL, 0, 0, 0
6221XG, 0, 0, 0
6226AK, 0, 0, 0
6221XB, 1, 0, 0
6221XA, 0, 0, 0
6226AE, 0, 0, 0
6221XD, 0, 0, 0
6226AH, 0, 0, 0
6221XC, 1, 0, 0
6226AG, 1, 0, 0
6226AB, 0, 0, 0
6226AA, 0, 0, 0
6226AD, 0, 0, 0
6226AC, 0, 0, 0
6217EW, 1, 2, 0
6217EZ, 0, 0, 0
6217ET, 0, 0, 0
6217ES, 0, 0, 0
6217EV, 2, 8, 0
6217EP, 0, 0, 0
6217ER, 0, 0, 0
6217EL, 1, 7, 0
6217EK, 3, 5, 0
6217EN, 1, 5, 0
6217EM, 1, 5, 0
6217EH, 1, 3, 0
6217EG, 0, 0, 0
6217EJ, 0, 0, 0
6217EE, 0, 0, 0
6213KE, 0, 0, 0
6213KG, 0, 0, 0
6213KB, 0, 0, 0
6213KA, 0, 0, 0
6226NB, 0, 0, 0
6213KD, 0, 0, 0
6226NE, 0, 0, 0
6213JX, 0, 0, 0
6213JZ, 0, 0, 0
6213JT, 0, 0, 0
6213JW, 0, 0, 0
6213JV, 0, 0, 0
6213JP, 0, 0, 0
6222EM, 0, 0, 0
6213JS, 0, 0, 0
6222EP, 0, 0, 0
6213JR, 0, 0, 0
6222EJ, 0, 0, 0
6213JL, 0, 0, 0
6222EL, 0, 0, 0
6213JN, 0, 0, 0
6222EK, 0, 0, 0
6213JH, 0, 0, 0
6213JK, 0, 0, 0
6222EH, 0, 0, 0
6222EG, 0, 0, 0
6222EB, 0, 0, 0
6213JD, 0, 0, 0
6222EA, 0, 0, 0
6213JG, 0, 0, 0
6222ED, 0, 0, 0
6222EC, 0, 0, 0
6213JA, 0, 0, 0
6213JC, 0, 0, 0
6213JB, 0, 0, 0
6217RA, 1, 0, 0
6222CX, 0, 0, 0
6213HZ, 0, 0, 0
6222CZ, 0, 0, 0
6213HW, 0, 0, 0
6222CT, 0, 0, 0
6213HV, 2, 0, 0
6222CS, 0, 0, 0
6213HX, 0, 0, 0
6213HS, 0, 0, 0
6222CP, 0, 0, 0
6213HR, 0, 0, 0
6222CR, 0, 0, 0
6213HT, 0, 0, 0
6217PX, 0, 0, 0
6222CL, 0, 0, 0
6213HN, 2, 0, 0
6222CN, 1, 0, 0
6213HP, 0, 0, 0
6222CM, 0, 0, 0
6213HK, 5, 0, 0
6222CH, 0, 0, 1
6222CG, 0, 0, 0
6222CJ, 0, 0, 0
6213HL, 5, 0, 0
6213HG, 0, 0, 0
6217PK, 0, 0, 0
6222CD, 0, 0, 0
6217PJ, 1, 3, 0
6222CC, 0, 0, 0
6213HH, 0, 0, 0
6222CE, 0, 0, 0
6213HE, 0, 0, 0
6222CB, 0, 0, 0
6213HD, 0, 0, 0
6217PH, 0, 0, 0
6222CA, 0, 0, 0
6217PB, 0, 0, 0
6222BZ, 2, 0, 0
6213GZ, 0, 0, 0
6222BW, 4, 0, 0
6222BV, 0, 0, 0
6217PA, 0, 0, 0
6222BX, 0, 0, 1
6213GV, 0, 0, 0
6222BS, 0, 0, 0
6222BR, 1, 0, 0
6213GX, 0, 0, 0
6213GW, 0, 0, 0
6222BT, 4, 0, 0
6226JX, 0, 0, 0
6213GR, 0, 0, 0
6222BN, 0, 0, 0
6213GS, 0, 0, 0
6222BP, 0, 0, 0
6213GM, 0, 0, 0
6222BJ, 1, 0, 0
6213GP, 0, 0, 0
6222BM, 1, 0, 0
6222BL, 0, 0, 0
6213GJ, 0, 0, 0
6222BG, 0, 0, 1
6213GL, 0, 0, 0
6213GK, 0, 0, 0
6222BH, 0, 0, 0
6222BC, 0, 0, 0
6213GE, 0, 0, 0
6222BB, 0, 0, 0
6213GH, 0, 0, 0
6222BE, 0, 0, 0
6213GG, 0, 0, 0
6222BD, 0, 0, 1
6213GB, 0, 0, 0
6213GA, 3, 4, 0
6213GD, 1, 0, 0
6222BA, 0, 0, 0
6213GC, 0, 0, 0
6222AR, 0, 0, 0
6217NX, 0, 0, 0
6222AT, 0, 0, 0
6217NZ, 0, 0, 0
6222AS, 0, 0, 0
6222AM, 0, 0, 0
6217NW, 1, 0, 0
6222AP, 0, 0, 0
6217NV, 0, 0, 0
6222AJ, 0, 0, 0
6217NP, 0, 0, 0
6217NS, 0, 0, 0
6222AL, 0, 0, 0
6217NR, 0, 0, 0
6222AK, 0, 0, 0
6222AE, 0, 0, 0
6222AH, 0, 0, 0
6217NN, 0, 0, 0
6222AG, 0, 0, 0
6217NH, 1, 0, 0
6222AA, 0, 0, 0
6217NK, 0, 0, 0
6217NE, 0, 0, 0
6217ND, 0, 0, 0
6217NC, 0, 0, 0
6217NB, 0, 0, 0
6213EX, 1, 0, 0
6213EW, 0, 0, 0
6226HX, 0, 0, 0
6213EZ, 0, 0, 0
6213ET, 0, 0, 0
6213ES, 0, 0, 0
6226HT, 0, 0, 0
6213EV, 0, 0, 0
6226HW, 0, 0, 0
6226HV, 0, 0, 0
6213EP, 0, 0, 0
6213ER, 0, 0, 0
6226HS, 7, 24, 0
6226HR, 5, 5, 1
6226HM, 3, 10, 0
6226HL, 0, 0, 0
6213EN, 0, 0, 0
6213EM, 0, 0, 0
6226HN, 4, 15, 0
6213EG, 0, 0, 0
6226HH, 1, 3, 0
6213EJ, 0, 0, 0
6226HK, 0, 0, 0
6226HJ, 3, 0, 0
6221KZ, 2, 0, 0
6221KT, 7, 1, 0
6221KV, 3, 1, 0
6221KS, 0, 1, 0
6221KR, 0, 1, 0
6221KM, 1, 0, 0
6216XS, 0, 0, 0
6221KN, 0, 0, 0
6216XP, 0, 0, 0
6216XR, 0, 0, 0
6216XL, 0, 0, 0
6216XK, 0, 0, 0
6216XN, 0, 0, 0
6216XM, 0, 0, 0
6216XH, 0, 0, 0
6216XG, 0, 0, 0
6216XJ, 0, 0, 0
6216XD, 0, 0, 0
6216XC, 0, 0, 0
6216XE, 0, 0, 0
6216XB, 0, 0, 0
6221JP, 14, 5, 0
6221JR, 0, 0, 0
6221JL, 0, 1, 0
6221JK, 0, 0, 0
6221JN, 0, 0, 0
6221JM, 0, 0, 0
6221JH, 1, 1, 1
6221JG, 1, 0, 0
6221JJ, 0, 0, 0
6221JD, 1, 2, 1
6221JC, 0, 0, 0
6221JE, 0, 0, 0
6221JB, 0, 0, 0
6221JA, 0, 0, 0
6229ZD, 0, 0, 0
6229ZC, 1, 0, 0
6229ZE, 0, 0, 0
6229ZB, 0, 0, 0
6229ZA, 0, 0, 0
6216VZ, 0, 0, 0
6216VV, 0, 0, 0
6216VX, 0, 0, 0
6216VW, 0, 0, 0
6216VR, 0, 0, 0
6216VT, 0, 0, 0
6216VS, 0, 0, 0
6212NJ, 0, 0, 0
6216VN, 0, 0, 0
6216VM, 0, 0, 0
6212NL, 0, 0, 0
6216VP, 0, 0, 0
6212NK, 0, 0, 1
6216VJ, 1, 0, 0
6212NE, 0, 0, 1
6212NH, 0, 0, 0
6216VL, 0, 0, 0
6216VK, 1, 0, 0
6212NA, 0, 0, 0
6216VH, 0, 0, 0
6212NC, 0, 0, 0
6216VG, 0, 0, 0
6216VB, 0, 0, 0
6216VA, 1, 0, 0
6216VD, 1, 0, 0
6216VC, 0, 1, 0
6229XV, 0, 0, 0
6229XX, 0, 0, 0
6229XW, 0, 0, 0
6221HJ, 1, 3, 1
6229XR, 0, 0, 0
6229XT, 0, 0, 0
6229XS, 0, 0, 0
6229XN, 0, 0, 0
6221HE, 1, 2, 0
6229XM, 0, 0, 0
6221HH, 1, 3, 1
6229XP, 0, 0, 0
6221HG, 1, 0, 0
6221HB, 1, 0, 0
6229XJ, 0, 0, 0
6221HA, 1, 0, 0
6221HD, 1, 0, 0
6229XL, 0, 0, 0
6221HC, 0, 0, 0
6229XK, 0, 0, 0
6229XE, 1, 0, 0
6229XH, 0, 0, 0
6229XG, 0, 0, 0
6229XB, 1, 0, 0
6229XA, 1, 0, 0
6229XD, 1, 0, 0
6229XC, 0, 0, 0
6229WX, 0, 0, 0
6229WZ, 0, 0, 0
6216TS, 0, 0, 0
6229WT, 1, 0, 0
6229WV, 0, 0, 0
6216TP, 0, 0, 0
6221GH, 0, 0, 0
6229WP, 0, 0, 0
6216TR, 2, 0, 0
6221GK, 0, 0, 0
6229WS, 0, 0, 0
6221GJ, 1, 1, 1
6229WR, 1, 0, 0
6216TL, 1, 0, 0
6221GE, 1, 0, 0
6216TK, 1, 0, 0
6221GD, 1, 1, 1
6229WL, 0, 0, 0
6216TN, 0, 0, 0
6221GG, 0, 0, 0
6216TM, 1, 0, 0
6229WN, 2, 0, 0
6216TH, 0, 0, 0
6221GA, 12, 17, 1
6216TG, 0, 0, 0
6229WH, 0, 0, 0
6216TJ, 3, 0, 0
6229WK, 0, 0, 0
6221GB, 16, 7, 2
6229WJ, 1, 0, 0
6216TD, 1, 0, 0
6229WE, 1, 0, 0
6216TC, 0, 0, 0
6229WD, 1, 0, 0
6229WG, 0, 0, 0
6216TE, 0, 0, 0
6216TB, 0, 0, 0
6229WC, 0, 0, 0
6216TA, 0, 0, 0
6229WB, 0, 0, 0
6216SZ, 0, 0, 0
6216SW, 0, 0, 0
6229VX, 0, 0, 0
6216SV, 0, 0, 0
6229VW, 0, 0, 0
6229VZ, 0, 0, 0
6216SX, 0, 0, 0
6229VT, 0, 0, 0
6216SR, 1, 0, 0
6229VS, 1, 0, 0
6229VV, 0, 0, 0
6216ST, 0, 0, 0
6221VX, 6, 0, 3
6221VW, 0, 0, 0
6221VZ, 1, 0, 1
6221VT, 0, 0, 0
6221VS, 0, 0, 0
6221VV, 0, 0, 0
6221VP, 0, 0, 0
6221VR, 0, 0, 0
6221VK, 0, 0, 0
6221VN, 0, 0, 0
6221VM, 0, 0, 0
6221VH, 0, 0, 0
6221VG, 0, 0, 0
6221VJ, 0, 0, 0
6221VD, 3, 1, 0
6221VC, 0, 0, 0
6221VE, 0, 1, 0
6221VB, 0, 0, 0
6221VA, 2, 1, 2
6217CZ, 1, 0, 0
6217CV, 4, 12, 0
6217CX, 0, 0, 0
6217CW, 2, 9, 0
6217CR, 2, 6, 0
6217CT, 3, 13, 0
6217CS, 1, 0, 0
6217CP, 3, 10, 0
6217CE, 0, 0, 0
6217CG, 0, 0, 0
6217CB, 0, 0, 0
6221TZ, 2, 0, 1
6217CA, 0, 0, 0
6217CD, 0, 0, 0
6217CC, 0, 0, 0
6221TV, 0, 0, 0
6221TX, 2, 0, 0
6221TW, 1, 0, 0
6221TR, 0, 0, 0
6217BX, 0, 0, 0
6221TT, 0, 0, 0
6221TS, 0, 2, 0
6221TN, 0, 1, 0
6217BT, 0, 0, 0
6221TM, 0, 0, 0
6217BW, 0, 0, 0
6221TP, 0, 0, 0
6217BV, 0, 0, 0
6221TJ, 4, 0, 0
6217BP, 0, 0, 0
6217BS, 0, 0, 0
6217BR, 0, 0, 0
6221TK, 2, 0, 0
6217BM, 0, 0, 0
6217BL, 0, 0, 0
6221TE, 5, 0, 0
6221TH, 4, 0, 0
6217BN, 0, 0, 0
6221TG, 6, 0, 0
6221TB, 6, 0, 1
6217BH, 1, 0, 0
6221TA, 0, 0, 0
6217BK, 0, 0, 0
6221TD, 5, 0, 0
6217BJ, 0, 0, 0
6221TC, 6, 0, 1
6217BE, 1, 0, 0
6217BD, 1, 0, 0
6217BG, 1, 0, 0
6217BA, 1, 0, 0
6221SX, 4, 1, 0
6217BC, 0, 0, 0
6217BB, 0, 0, 0
6221SZ, 3, 0, 0
6212XX, 1, 0, 0
6212XW, 0, 0, 0
6221ST, 0, 0, 0
6212XZ, 1, 0, 0
6221SW, 3, 0, 0
6212XS, 0, 0, 0
6217AW, 1, 0, 0
6221SP, 1, 0, 0
6212XV, 0, 0, 0
6221SR, 1, 0, 0
6217AT, 0, 0, 0
6217AS, 0, 0, 0
6212XR, 0, 0, 0
6217AV, 1, 0, 0
6217AP, 0, 0, 0
6212XK, 0, 0, 0
6212XN, 2, 0, 1
6217AR, 0, 0, 0
6221SK, 1, 0, 0
6221SJ, 1, 0, 0
6212XH, 2, 0, 0
6217AL, 0, 0, 0
6212XG, 0, 0, 0
6217AK, 0, 0, 0
6212XJ, 2, 0, 0
6217AN, 0, 0, 0
6221SG, 0, 0, 0
6217AM, 0, 0, 0
6212XD, 0, 0, 0
6217AH, 0, 0, 0
6212XC, 0, 0, 0
6217AG, 0, 0, 0
6217AJ, 0, 0, 0
6212XE, 0, 0, 0
6217AD, 0, 0, 0
6217AC, 0, 0, 0
6212XB, 5, 1, 1
6212XA, 2, 0, 0
6217AE, 0, 0, 0
6217AB, 0, 0, 0
6225XZ, 0, 0, 0
6225XX, 0, 0, 0
6225XP, 3, 0, 0
6212CC, 1, 0, 0
6212CB, 1, 0, 0
6212CE, 0, 0, 0
6212CD, 2, 0, 0
6212CA, 0, 0, 0
6212BV, 2, 2, 0
6225EW, 0, 0, 0
6225EV, 0, 0, 0
6212BX, 0, 0, 0
6212BW, 1, 0, 0
6212BR, 1, 0, 1
6225ES, 0, 0, 0
